22631276	Weekly Retail/Consumer Snapshot: 10.19.2012 (Rating Changes: UA)	United States of America	Consumer Discretionary	123	Amazon.com Inc.	2248	Tiburon Research Group, Inc.	Equity Research	191719	2
22631276	Weekly Retail/Consumer Snapshot: 10.19.2012 (Rating Changes: UA)	United States of America	Consumer Discretionary	123	Amazon.com Inc.	2248	Tiburon Research Group, Inc.	Convertibles Research	191719	2
22631276	Weekly Retail/Consumer Snapshot: 10.19.2012 (Rating Changes: UA)	United States of America	Consumer Discretionary	123	Amazon.com Inc.	2248	Tiburon Research Group, Inc.	Portfolio Strategy/Asset Allocation	191719	2
1823850	Microsoft Corp	United States and Canada	Information Technology	123	Microsoft Corporation	247	S&P Capital IQ Equity Research	Equity Research	30122	154
1825443	Apple Inc	United States and Canada	Technology Hardware, Storage and Peripherals	123	Apple Inc.	247	S&P Capital IQ Equity Research	Equity Research	1824	273
1824752	Google Inc'A'	United States and Canada	Information Technology	123	Google Inc.	247	S&P Capital IQ Equity Research	Equity Research	1402	147
23489907	Oil & Gas for Beginners : A guide to the oil & gas industry	Europe	Oil, Gas and Consumable Fuels	123	BP p.l.c.	5	Deutsche Bank AG, Research Division	Economics Research	1322	15
23489907	Oil & Gas for Beginners : A guide to the oil & gas industry	Europe	Oil, Gas and Consumable Fuels	123	BP p.l.c.	5	Deutsche Bank AG, Research Division	Credit	1322	15
23489907	Oil & Gas for Beginners : A guide to the oil & gas industry	Europe	Oil, Gas and Consumable Fuels	123	BP p.l.c.	5	Deutsche Bank AG, Research Division	Derivatives Research	1322	15
23489907	Oil & Gas for Beginners : A guide to the oil & gas industry	Europe	Oil, Gas and Consumable Fuels	123	BP p.l.c.	5	Deutsche Bank AG, Research Division	Foreign Exchange/Currencies Research	1322	15
23489907	Oil & Gas for Beginners : A guide to the oil & gas industry	Europe	Oil, Gas and Consumable Fuels	123	BP p.l.c.	5	Deutsche Bank AG, Research Division	Commodities Research	1322	15
23489907	Oil & Gas for Beginners : A guide to the oil & gas industry	Europe	Oil, Gas and Consumable Fuels	123	BP p.l.c.	5	Deutsche Bank AG, Research Division	Equity Research	1322	15
23489907	Oil & Gas for Beginners : A guide to the oil & gas industry	Europe	Oil, Gas and Consumable Fuels	123	BP p.l.c.	5	Deutsche Bank AG, Research Division	Emerging Markets	1322	15
23489907	Oil & Gas for Beginners : A guide to the oil & gas industry	Europe	Oil, Gas and Consumable Fuels	123	BP p.l.c.	5	Deutsche Bank AG, Research Division	Convertibles Research	1322	15
23489907	Oil & Gas for Beginners : A guide to the oil & gas industry	Europe	Oil, Gas and Consumable Fuels	123	BP p.l.c.	5	Deutsche Bank AG, Research Division	Fixed Income/Credit Research	1322	15
23489907	Oil & Gas for Beginners : A guide to the oil & gas industry	Europe	Oil, Gas and Consumable Fuels	123	BP p.l.c.	5	Deutsche Bank AG, Research Division	Portfolio Strategy/Asset Allocation	1322	15
23489907	Oil & Gas for Beginners : A guide to the oil & gas industry	Europe	Oil, Gas and Consumable Fuels	123	BP p.l.c.	5	Deutsche Bank AG, Research Division	Specialized	1322	15
1824541	Intl Bus. Machines	United States and Canada	Information Technology	123	International Business Machines Corporation	247	S&P Capital IQ Equity Research	Equity Research	1313	168
17096634	Apple, Inc.: Regular Update	United States of America	Information Technology	123	Apple Inc.	11	Morgan Stanley, Research Division	Economics Research	1236	2
17096634	Apple, Inc.: Regular Update	United States of America	Information Technology	123	Apple Inc.	11	Morgan Stanley, Research Division	Derivatives Research	1236	2
17096634	Apple, Inc.: Regular Update	United States of America	Information Technology	123	Apple Inc.	11	Morgan Stanley, Research Division	Foreign Exchange/Currencies Research	1236	2
17096634	Apple, Inc.: Regular Update	United States of America	Information Technology	123	Apple Inc.	11	Morgan Stanley, Research Division	Convertibles Research	1236	2
17096634	Apple, Inc.: Regular Update	United States of America	Information Technology	123	Apple Inc.	11	Morgan Stanley, Research Division	Equity Research	1236	2
17096634	Apple, Inc.: Regular Update	United States of America	Information Technology	123	Apple Inc.	11	Morgan Stanley, Research Division	Fixed Income/Credit Research	1236	2
17096634	Apple, Inc.: Regular Update	United States of America	Information Technology	123	Apple Inc.	11	Morgan Stanley, Research Division	Portfolio Strategy/Asset Allocation	1236	2
17096634	Apple, Inc.: Regular Update	United States of America	Information Technology	123	Apple Inc.	11	Morgan Stanley, Research Division	Credit	1236	2
17096634	Apple, Inc.: Regular Update	United States of America	Information Technology	123	Apple Inc.	11	Morgan Stanley, Research Division	Structured Products, ABS and Mortgages	1236	2
17096634	Apple, Inc.: Regular Update	United States of America	Information Technology	123	Apple Inc.	11	Morgan Stanley, Research Division	Commodities Research	1236	2
17096634	Apple, Inc.: Regular Update	United States of America	Information Technology	123	Apple Inc.	11	Morgan Stanley, Research Division	Emerging Markets	1236	2
22120201	Chemicals for Beginners : The global stock guide	Europe	Commodity Chemicals	123	BASF SE	5	Deutsche Bank AG, Research Division	Economics Research	1166	10
22120201	Chemicals for Beginners : The global stock guide	Europe	Commodity Chemicals	123	BASF SE	5	Deutsche Bank AG, Research Division	Credit	1166	10
22120201	Chemicals for Beginners : The global stock guide	Europe	Commodity Chemicals	123	BASF SE	5	Deutsche Bank AG, Research Division	Derivatives Research	1166	10
22120201	Chemicals for Beginners : The global stock guide	Europe	Commodity Chemicals	123	BASF SE	5	Deutsche Bank AG, Research Division	Foreign Exchange/Currencies Research	1166	10
22120201	Chemicals for Beginners : The global stock guide	Europe	Commodity Chemicals	123	BASF SE	5	Deutsche Bank AG, Research Division	Commodities Research	1166	10
22120201	Chemicals for Beginners : The global stock guide	Europe	Commodity Chemicals	123	BASF SE	5	Deutsche Bank AG, Research Division	Equity Research	1166	10
22120201	Chemicals for Beginners : The global stock guide	Europe	Commodity Chemicals	123	BASF SE	5	Deutsche Bank AG, Research Division	Emerging Markets	1166	10
22120201	Chemicals for Beginners : The global stock guide	Europe	Commodity Chemicals	123	BASF SE	5	Deutsche Bank AG, Research Division	Convertibles Research	1166	10
22120201	Chemicals for Beginners : The global stock guide	Europe	Commodity Chemicals	123	BASF SE	5	Deutsche Bank AG, Research Division	Fixed Income/Credit Research	1166	10
22120201	Chemicals for Beginners : The global stock guide	Europe	Commodity Chemicals	123	BASF SE	5	Deutsche Bank AG, Research Division	Portfolio Strategy/Asset Allocation	1166	10
22120201	Chemicals for Beginners : The global stock guide	Europe	Commodity Chemicals	123	BASF SE	5	Deutsche Bank AG, Research Division	Specialized	1166	10
1824290	McGraw Hill Financial	United States and Canada	Consumer Discretionary	123	McGraw Hill Financial, Inc.	247	S&P Capital IQ Equity Research	Equity Research	1043	48
17063062	Google: Regular Update	United States of America	Consumer Discretionary	123	Google Inc.	11	Morgan Stanley, Research Division	Economics Research	1025	5
17063062	Google: Regular Update	United States of America	Consumer Discretionary	123	Google Inc.	11	Morgan Stanley, Research Division	Derivatives Research	1025	5
17063062	Google: Regular Update	United States of America	Consumer Discretionary	123	Google Inc.	11	Morgan Stanley, Research Division	Foreign Exchange/Currencies Research	1025	5
17063062	Google: Regular Update	United States of America	Consumer Discretionary	123	Google Inc.	11	Morgan Stanley, Research Division	Convertibles Research	1025	5
17063062	Google: Regular Update	United States of America	Consumer Discretionary	123	Google Inc.	11	Morgan Stanley, Research Division	Equity Research	1025	5
17063062	Google: Regular Update	United States of America	Consumer Discretionary	123	Google Inc.	11	Morgan Stanley, Research Division	Fixed Income/Credit Research	1025	5
17063062	Google: Regular Update	United States of America	Consumer Discretionary	123	Google Inc.	11	Morgan Stanley, Research Division	Portfolio Strategy/Asset Allocation	1025	5
17063062	Google: Regular Update	United States of America	Consumer Discretionary	123	Google Inc.	11	Morgan Stanley, Research Division	Credit	1025	5
17063062	Google: Regular Update	United States of America	Consumer Discretionary	123	Google Inc.	11	Morgan Stanley, Research Division	Structured Products, ABS and Mortgages	1025	5
17063062	Google: Regular Update	United States of America	Consumer Discretionary	123	Google Inc.	11	Morgan Stanley, Research Division	Commodities Research	1025	5
17063062	Google: Regular Update	United States of America	Consumer Discretionary	123	Google Inc.	11	Morgan Stanley, Research Division	Emerging Markets	1025	5
17200213	Verizon Communications: Quarterly Update	United States of America	Information Technology	123	Verizon Communications Inc.	11	Morgan Stanley, Research Division	Economics Research	1020	5
17200213	Verizon Communications: Quarterly Update	United States of America	Information Technology	123	Verizon Communications Inc.	11	Morgan Stanley, Research Division	Derivatives Research	1020	5
17200213	Verizon Communications: Quarterly Update	United States of America	Information Technology	123	Verizon Communications Inc.	11	Morgan Stanley, Research Division	Foreign Exchange/Currencies Research	1020	5
17200213	Verizon Communications: Quarterly Update	United States of America	Information Technology	123	Verizon Communications Inc.	11	Morgan Stanley, Research Division	Convertibles Research	1020	5
17200213	Verizon Communications: Quarterly Update	United States of America	Information Technology	123	Verizon Communications Inc.	11	Morgan Stanley, Research Division	Equity Research	1020	5
17200213	Verizon Communications: Quarterly Update	United States of America	Information Technology	123	Verizon Communications Inc.	11	Morgan Stanley, Research Division	Fixed Income/Credit Research	1020	5
17200213	Verizon Communications: Quarterly Update	United States of America	Information Technology	123	Verizon Communications Inc.	11	Morgan Stanley, Research Division	Portfolio Strategy/Asset Allocation	1020	5
17200213	Verizon Communications: Quarterly Update	United States of America	Information Technology	123	Verizon Communications Inc.	11	Morgan Stanley, Research Division	Credit	1020	5
17200213	Verizon Communications: Quarterly Update	United States of America	Information Technology	123	Verizon Communications Inc.	11	Morgan Stanley, Research Division	Structured Products, ABS and Mortgages	1020	5
17200213	Verizon Communications: Quarterly Update	United States of America	Information Technology	123	Verizon Communications Inc.	11	Morgan Stanley, Research Division	Commodities Research	1020	5
17200213	Verizon Communications: Quarterly Update	United States of America	Information Technology	123	Verizon Communications Inc.	11	Morgan Stanley, Research Division	Emerging Markets	1020	5
1825394	Bank of America	United States and Canada	Financials	123	Bank of America Corporation	247	S&P Capital IQ Equity Research	Equity Research	952	55
17082975	AT&T, Inc.: Regular Update	United States of America	Information Technology	123	AT&T, Inc.	11	Morgan Stanley, Research Division	Economics Research	927	7
17082975	AT&T, Inc.: Regular Update	United States of America	Information Technology	123	AT&T, Inc.	11	Morgan Stanley, Research Division	Derivatives Research	927	7
17082975	AT&T, Inc.: Regular Update	United States of America	Information Technology	123	AT&T, Inc.	11	Morgan Stanley, Research Division	Foreign Exchange/Currencies Research	927	7
17082975	AT&T, Inc.: Regular Update	United States of America	Information Technology	123	AT&T, Inc.	11	Morgan Stanley, Research Division	Convertibles Research	927	7
17082975	AT&T, Inc.: Regular Update	United States of America	Information Technology	123	AT&T, Inc.	11	Morgan Stanley, Research Division	Equity Research	927	7
17082975	AT&T, Inc.: Regular Update	United States of America	Information Technology	123	AT&T, Inc.	11	Morgan Stanley, Research Division	Fixed Income/Credit Research	927	7
17082975	AT&T, Inc.: Regular Update	United States of America	Information Technology	123	AT&T, Inc.	11	Morgan Stanley, Research Division	Portfolio Strategy/Asset Allocation	927	7
17082975	AT&T, Inc.: Regular Update	United States of America	Information Technology	123	AT&T, Inc.	11	Morgan Stanley, Research Division	Credit	927	7
17082975	AT&T, Inc.: Regular Update	United States of America	Information Technology	123	AT&T, Inc.	11	Morgan Stanley, Research Division	Structured Products, ABS and Mortgages	927	7
17082975	AT&T, Inc.: Regular Update	United States of America	Information Technology	123	AT&T, Inc.	11	Morgan Stanley, Research Division	Commodities Research	927	7
17082975	AT&T, Inc.: Regular Update	United States of America	Information Technology	123	AT&T, Inc.	11	Morgan Stanley, Research Division	Emerging Markets	927	7
25923328	GNC: Assuming Coverage	United States and Canada	Specialty Retail	123	GNC Holdings Inc.	4	Crédit Suisse AG, Research Division	Convertibles Research	896	0
25923328	GNC: Assuming Coverage	United States and Canada	Specialty Retail	123	GNC Holdings Inc.	4	Crédit Suisse AG, Research Division	Fixed Income/Credit Research	896	0
25923328	GNC: Assuming Coverage	United States and Canada	Specialty Retail	123	GNC Holdings Inc.	4	Crédit Suisse AG, Research Division	Portfolio Strategy/Asset Allocation	896	0
25923328	GNC: Assuming Coverage	United States and Canada	Specialty Retail	123	GNC Holdings Inc.	4	Crédit Suisse AG, Research Division	Tax/Accounting Policy Research	896	0
25923328	GNC: Assuming Coverage	United States and Canada	Specialty Retail	123	GNC Holdings Inc.	4	Crédit Suisse AG, Research Division	Foreign Exchange/Currencies Research	896	0
25923328	GNC: Assuming Coverage	United States and Canada	Specialty Retail	123	GNC Holdings Inc.	4	Crédit Suisse AG, Research Division	Credit	896	0
25923328	GNC: Assuming Coverage	United States and Canada	Specialty Retail	123	GNC Holdings Inc.	4	Crédit Suisse AG, Research Division	Derivatives Research	896	0
25923328	GNC: Assuming Coverage	United States and Canada	Specialty Retail	123	GNC Holdings Inc.	4	Crédit Suisse AG, Research Division	Economics Research	896	0
25923328	GNC: Assuming Coverage	United States and Canada	Specialty Retail	123	GNC Holdings Inc.	4	Crédit Suisse AG, Research Division	Equity Research	896	0
25923328	GNC: Assuming Coverage	United States and Canada	Specialty Retail	123	GNC Holdings Inc.	4	Crédit Suisse AG, Research Division	Commodities Research	896	0
25923328	GNC: Assuming Coverage	United States and Canada	Specialty Retail	123	GNC Holdings Inc.	4	Crédit Suisse AG, Research Division	Emerging Markets	896	0
9046238	Syncora Holdings	United States and Canada	Financials	123	Syncora Holdings Ltd.	247	S&P Capital IQ Equity Research	Equity Research	882	6
17076428	Comcast Corporation: Regular Update	United States of America	Consumer Discretionary	123	Comcast Corporation	11	Morgan Stanley, Research Division	Economics Research	832	4
17076428	Comcast Corporation: Regular Update	United States of America	Consumer Discretionary	123	Comcast Corporation	11	Morgan Stanley, Research Division	Derivatives Research	832	4
17076428	Comcast Corporation: Regular Update	United States of America	Consumer Discretionary	123	Comcast Corporation	11	Morgan Stanley, Research Division	Foreign Exchange/Currencies Research	832	4
